SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME
FORCEMOT,20190829,1244.9,1251.2,1211.0,1218.7,12853
FORTIS,20190829,122.1,124.4,121.55,122.25,588080
FOSECOIND,20190829,1191.0,1203.95,1185.1,1185.7,461
FRETAIL,20190829,394.0,397.6,390.0,394.55,158864
FSC,20190829,559.95,574.8,544.5,551.7,8332
FSL,20190829,47.55,48.25,47.4,47.85,575449
GABRIEL,20190829,107.0,107.0,101.55,103.3,45762
GAEL,20190829,142.45,146.0,140.1,142.9,15757
GAIL,20190829,127.15,129.4,126.5,128.5,6168273
GAL,20190829,3.0,3.0,2.9,2.95,8648
GALAXYSURF,20190829,1300.0,1325.85,1261.2,1277.45,3644
GALLANTT,20190829,26.45,26.5,24.6,24.8,1917
GALLISPAT,20190829,17.6,17.6,16.05,16.8,19850
GAMMNINFRA,20190829,0.3,0.35,0.3,0.35,387466
GANDHITUBE,20190829,300.0,309.9,297.4,307.2,1839
GANECOS,20190829,245.6,246.8,240.0,245.75,4145
GANESHHOUC,20190829,36.85,37.75,36.2,36.5,12169
GANGESSECU,20190829,35.15,35.15,34.05,35.0,8439
GANGOTRI,20190829,0.3,0.35,0.3,0.35,5398
GARDENSILK,20190829,10.25,10.5,9.4,9.6,6334
GARFIBRES,20190829,1010.05,1055.0,1000.0,1026.8,2200
GATI,20190829,40.9,40.9,39.0,39.85,254742
GAYAHWS,20190829,0.5,0.5,0.45,0.45,469454
GAYAPROJ,20190829,104.5,109.0,104.5,108.2,4326
GDL,20190829,97.1,98.65,96.15,96.4,33033
GEECEE,20190829,82.05,84.9,79.4,83.4,4362
GENESYS,20190829,80.0,84.8,78.45,79.35,17627
GENUSPAPER,20190829,4.6,4.6,4.4,4.5,36565
GENUSPOWER,20190829,21.4,21.65,20.8,20.95,55130
GEOJITFSL,20190829,25.85,25.85,25.0,25.25,64475
GEPIL,20190829,793.6,801.5,770.2,779.7,10181
GESHIP,20190829,237.5,242.5,235.55,239.95,204474
GET&D,20190829,154.0,154.0,149.5,150.5,9001
GFLLIMITED,20190829,42.8,42.8,41.15,42.8,250478
GFSTEELS,20190829,2.0,2.0,2.0,2.0,661
GHCL,20190829,194.0,197.8,192.15,193.8,34061
GICHSGFIN,20190829,179.0,181.9,173.15,175.6,41001
GICRE,20190829,170.0,172.55,166.15,169.1,32671
GILLANDERS,20190829,30.7,32.0,29.0,30.8,646
GILLETTE,20190829,7009.3,7120.0,6955.0,7106.65,1990
GINNIFILA,20190829,8.1,8.3,7.85,7.95,31682
GIPCL,20190829,68.65,68.8,68.1,68.3,40065
GKWLIMITED,20190829,724.9,734.0,687.0,709.5,109
GLAXO,20190829,1196.2,1200.55,1185.05,1192.25,18419
GLENMARK,20190829,376.5,386.0,376.05,383.15,1477289
GLOBALVECT,20190829,55.9,58.05,55.75,57.3,5183
GLOBOFFS,20190829,6.35,6.75,6.05,6.15,2148
GLOBUSSPR,20190829,105.15,107.25,104.0,104.5,16831
GMBREW,20190829,350.1,363.45,347.05,353.0,13076
GMDCLTD,20190829,64.9,65.0,62.95,63.4,64928
GMMPFAUDLR,20190829,1513.0,1525.0,1495.0,1500.7,9828
GMRINFRA,20190829,15.2,15.3,14.75,15.1,25951683
GNA,20190829,230.3,231.2,222.75,225.9,14638
GNFC,20190829,180.2,181.8,175.1,176.65,240952
GOACARBON,20190829,223.0,226.15,213.5,219.05,60380
GOCLCORP,20190829,276.8,297.8,276.05,288.4,2777
GODFRYPHLP,20190829,1037.4,1060.0,1020.0,1026.15,127886
GODREJAGRO,20190829,456.5,459.75,446.3,448.8,12057
GODREJCP,20190829,596.0,605.45,593.6,600.4,538534
GODREJIND,20190829,425.0,429.65,421.0,422.65,80235
GODREJPROP,20190829,887.95,907.85,887.9,900.2,424431
GOENKA,20190829,0.25,0.25,0.2,0.25,32213
GOKEX,20190829,78.6,81.7,78.5,81.0,36907
GOKUL,20190829,12.75,12.75,12.4,12.45,5230
GOKULAGRO,20190829,11.75,12.05,11.4,12.0,2793
GOLDBEES,20190829,3430.15,3446.9,3418.0,3422.25,36591
GOLDENTOBC,20190829,28.0,30.25,27.9,28.2,1679
GOLDIAM,20190829,95.15,99.0,94.05,95.2,16351
GOLDSHARE,20190829,3475.0,3485.0,3450.0,3461.65,2012
GOLDTECH,20190829,10.3,10.65,10.3,10.35,1944
GOODLUCK,20190829,50.0,51.0,49.25,50.25,21734
GPIL,20190829,134.0,135.0,128.05,132.35,49402
GPPL,20190829,78.6,79.15,78.0,78.45,40525
GPTINFRA,20190829,37.15,39.4,35.25,38.45,1005
GRANULES,20190829,93.0,93.0,90.45,90.95,314488
GRAPHITE,20190829,279.7,281.0,272.8,273.75,564804
GRASIM,20190829,713.5,713.5,695.0,708.85,1512720
GRAVITA,20190829,42.5,44.5,42.0,42.35,32074
GREAVESCOT,20190829,125.75,125.75,122.05,123.3,55407
GREENLAM,20190829,744.9,799.0,720.05,756.1,572
GREENPLY,20190829,139.55,143.0,131.1,141.4,39198
GREENPOWER,20190829,2.5,2.5,2.4,2.45,27036
GRINDWELL,20190829,543.0,549.45,543.0,545.0,965
GROBTEA,20190829,283.0,296.95,255.0,258.9,1042
GRPLTD,20190829,900.0,900.0,876.05,882.05,7
GRSE,20190829,132.3,135.5,131.35,132.5,186161
GRUH,20190829,252.0,253.15,245.0,249.6,447504
GSCLCEMENT,20190829,17.15,18.3,17.15,17.65,15071
GSFC,20190829,72.6,74.9,72.3,74.4,283703
GSKCONS,20190829,7925.0,7950.4,7825.0,7874.9,24611
GSPL,20190829,218.95,221.9,218.2,219.95,596429
GSS,20190829,34.95,34.95,34.25,34.6,8726
GTL,20190829,2.45,2.45,2.3,2.4,24535
GTLINFRA,20190829,0.5,0.55,0.45,0.5,1727882
GTNIND,20190829,5.7,6.2,5.7,5.9,2165
GTNTEX,20190829,6.6,6.95,6.6,6.65,98
GTPL,20190829,78.0,78.8,73.0,73.7,30304
GUFICBIO,20190829,63.2,65.0,61.15,61.7,47891
GUJALKALI,20190829,399.95,401.8,385.0,386.3,23290
GUJAPOLLO,20190829,123.75,124.0,118.0,119.0,811
GUJGASLTD,20190829,178.0,178.7,175.8,177.1,80213
GULFOILLUB,20190829,836.1,862.7,826.0,830.35,12748
GULFPETRO,20190829,37.0,37.5,33.25,33.95,54654
GULPOLY,20190829,45.5,45.5,43.8,45.05,7658
GVKPIL,20190829,4.5,4.5,4.25,4.3,1269635
HAL,20190829,656.0,656.0,647.0,650.4,4366
HARITASEAT,20190829,433.0,434.9,419.0,420.0,475
HARRMALAYA,20190829,50.0,51.25,47.0,47.65,11512
HATHWAY,20190829,33.5,34.8,31.7,32.5,1681592
HATSUN,20190829,595.1,604.75,592.05,598.4,2758
HAVELLS,20190829,662.0,676.7,654.5,664.55,1777130
HAVISHA,20190829,0.5,0.6,0.5,0.6,986
HBLPOWER,20190829,14.8,14.85,14.25,14.55,59292
HCC,20190829,8.15,8.2,7.95,8.1,995645
HCG,20190829,101.4,101.4,100.0,100.2,6150
HCL-INSYS,20190829,8.4,8.5,8.2,8.2,135400
HCLTECH,20190829,1113.0,1125.7,1110.0,1117.75,1474019
HDFC,20190829,2176.0,2179.0,2120.4,2128.45,5158203
HDFCAMC,20190829,2400.0,2454.0,2370.0,2432.5,394498
HDFCBANK,20190829,2246.0,2253.7,2220.3,2226.95,3695929
HDFCLIFE,20190829,544.25,549.75,540.0,541.7,2790568
HDFCMFGETF,20190829,3516.2,3547.0,3510.35,3517.1,10061
HDFCNIFETF,20190829,1157.87,1157.99,1146.1,1153.89,1051
HDFCSENETF,20190829,3916.0,3918.99,3906.63,3910.35,29
HDIL,20190829,5.8,6.0,5.5,5.55,2029473
HEG,20190829,938.0,957.0,915.0,923.3,211033
HEIDELBERG,20190829,199.0,204.75,196.5,197.85,543675
HERCULES,20190829,81.0,81.85,78.0,80.9,1505
HERITGFOOD,20190829,330.25,350.9,330.25,344.7,14139
HEROMOTOCO,20190829,2564.9,2577.8,2533.3,2547.75,547796
HESTERBIO,20190829,1591.4,1621.15,1578.0,1585.65,1586
HEXATRADEX,20190829,9.95,9.95,9.95,9.95,8320
HEXAWARE,20190829,388.3,394.95,378.65,387.5,1286505
HFCL,20190829,18.7,18.85,18.65,18.7,974588
HGINFRA,20190829,196.5,203.2,190.25,201.15,47553
HGS,20190829,555.05,569.7,544.1,560.75,2028
HIGHGROUND,20190829,1.5,1.5,1.45,1.45,502617
HIKAL,20190829,145.4,145.8,143.45,144.75,43863
HIL,20190829,1175.0,1185.0,1135.1,1144.0,10139
HILTON,20190829,10.1,10.4,10.05,10.35,756
HIMATSEIDE,20190829,128.0,133.0,127.25,128.9,27773
HINDALCO,20190829,176.8,180.9,174.9,179.7,5284552
HINDCOMPOS,20190829,178.05,179.05,170.0,174.1,1833
HINDCOPPER,20190829,31.2,32.85,30.75,32.0,1563571
HINDMOTORS,20190829,5.25,5.5,4.95,5.4,66217
HINDNATGLS,20190829,21.0,23.0,21.0,23.0,113
HINDOILEXP,20190829,99.0,99.6,97.0,98.1,97083
HINDPETRO,20190829,263.2,269.2,260.5,265.9,4561426
HINDSYNTEX,20190829,3.15,3.15,3.15,3.15,300
HINDUJAVEN,20190829,350.35,354.8,342.1,350.2,3423
HINDUNILVR,20190829,1817.0,1843.65,1814.1,1832.95,2837369
HINDZINC,20190829,212.0,214.8,209.1,213.0,1385997
HIRECT,20190829,130.0,130.0,123.0,123.9,891
HISARMETAL,20190829,41.9,41.9,38.55,41.05,2424
HITECH,20190829,181.4,184.0,168.6,170.8,14768
HITECHCORP,20190829,76.3,76.3,74.0,74.7,2927
HITECHGEAR,20190829,176.6,177.05,160.3,162.8,9182
HMT,20190829,11.85,11.9,11.55,11.6,1775
HMVL,20190829,74.0,75.8,71.2,73.9,5400
HNDFDS,20190829,449.9,449.9,415.7,430.2,1930
HNGSNGBEES,20190829,3000.0,3089.99,3000.0,3012.46,31
HONAUT,20190829,24500.35,24900.0,24482.0,24714.2,587
HONDAPOWER,20190829,921.2,938.7,900.1,926.2,1306
HOTELEELA,20190829,6.6,7.1,6.6,6.85,49060
HOVS,20190829,72.4,73.5,71.35,72.3,2817
HPL,20190829,41.8,41.8,39.05,39.55,17443
HSCL,20190829,80.0,80.0,76.35,77.15,212047
HSIL,20190829,45.95,47.4,43.0,45.5,286049
HTMEDIA,20190829,26.7,26.7,22.7,23.1,362295
HUBTOWN,20190829,16.45,16.85,16.15,16.4,83073
HUDCO,20190829,36.7,37.75,35.65,36.6,1622030
IBMFNIFTY,20190829,109.22,118.0,103.0,115.24,2762
IBREALEST,20190829,71.95,71.95,66.25,67.45,4162722
IBULHSGFIN,20190829,432.0,455.7,420.8,449.3,29998580
IBULISL,20190829,88.65,88.65,84.15,84.15,103042
IBVENTURES,20190829,184.0,184.0,168.8,175.95,1968527
ICICI500,20190829,144.59,144.59,143.88,144.32,56353
ICICIB22,20190829,33.59,33.59,32.9,33.12,100258
ICICIBANK,20190829,409.9,410.8,399.35,404.4,30331105
ICICIBANKN,20190829,277.34,277.35,273.5,274.33,448
ICICIBANKP,20190829,153.5,153.8,151.29,152.6,1053
ICICIGI,20190829,1250.0,1253.0,1225.0,1237.1,144167
ICICIGOLD,20190829,34.55,35.7,34.55,35.3,55986
ICICILIQ,20190829,1000.0,1000.0,999.99,1000.0,55346
ICICILOVOL,20190829,87.0,87.38,86.89,87.13,374
ICICIMCAP,20190829,58.48,58.66,58.0,58.64,8523
ICICINF100,20190829,119.0,119.23,118.25,118.57,464
ICICINIFTY,20190829,115.3,117.0,115.05,115.54,58089
ICICINV20,20190829,54.0,54.41,53.79,54.21,3291
ICICINXT50,20190829,26.26,26.37,26.0,26.35,12692
ICICIPRULI,20190829,420.0,425.0,413.8,422.55,3902128
ICICISENSX,20190829,397.26,397.97,394.29,395.13,369
ICIL,20190829,41.7,42.3,40.1,40.75,63201
ICRA,20190829,2829.85,2839.0,2692.3,2785.3,336
ICSA,20190829,1.3,1.3,1.3,1.3,5016
IDBI,20190829,26.5,26.7,25.7,26.1,8269439
IDBIGOLD,20190829,3600.0,3648.0,3576.0,3601.35,61
IDEA,20190829,5.0,5.3,4.8,4.85,163803711
IDFC,20190829,33.1,34.1,33.1,33.95,654133
IDFCFIRSTB,20190829,42.0,43.45,41.7,43.0,15200063
IDFNIFTYET,20190829,118.0,119.0,113.7,113.7,6
IEX,20190829,131.9,133.75,128.1,131.9,18353
IFBAGRO,20190829,331.0,332.9,307.5,311.75,9301
IFBIND,20190829,654.0,688.0,654.0,667.25,7894
IFCI,20190829,7.15,7.2,7.0,7.05,869327
IFGLEXPOR,20190829,141.0,145.0,137.3,143.7,885
IGARASHI,20190829,200.0,211.8,196.0,204.15,17921
IGL,20190829,333.0,334.5,326.0,329.7,1324535
IGPL,20190829,169.0,169.0,142.3,148.3,33273
IIFL,20190829,122.0,123.9,116.0,120.15,73880
IITL,20190829,59.0,62.0,58.8,61.0,216
IL&FSENGG,20190829,3.05,3.35,3.05,3.25,3994
IL&FSTRANS,20190829,1.75,1.75,1.75,1.75,25534
IMFA,20190829,161.95,161.95,152.3,154.7,13758
IMPAL,20190829,800.65,806.0,800.65,806.0,870
IMPEXFERRO,20190829,0.35,0.35,0.3,0.3,4701
INDBANK,20190829,7.35,7.45,6.6,7.1,31395
INDHOTEL,20190829,137.2,139.8,134.4,138.9,619196
INDIACEM,20190829,74.1,76.8,73.5,75.65,1544138
INDIAGLYCO,20190829,193.2,195.8,188.0,189.05,51146
INDIAMART,20190829,1163.85,1206.4,1145.25,1187.8,41111
INDIANB,20190829,196.0,196.0,190.0,191.3,390701
INDIANCARD,20190829,100.0,109.0,100.0,107.3,2941
INDIANHUME,20190829,254.9,256.5,247.3,249.0,11053
INDIGO,20190829,1661.0,1667.45,1641.0,1656.25,944637
INDLMETER,20190829,18.0,18.85,17.75,18.85,1392
INDNIPPON,20190829,330.0,330.0,325.3,327.55,1332
INDOCO,20190829,140.85,144.35,133.15,135.75,29139
INDORAMA,20190829,27.05,27.8,25.15,26.0,47676
INDOSOLAR,20190829,0.45,0.45,0.4,0.45,300569
INDOSTAR,20190829,288.95,288.95,280.35,282.6,5473
INDOTECH,20190829,80.0,82.0,77.0,80.6,5901
INDOTHAI,20190829,19.5,22.0,19.35,19.7,4995
INDOWIND,20190829,2.95,3.6,2.9,3.3,28412
INDRAMEDCO,20190829,36.55,36.6,36.3,36.3,20744
INDSWFTLAB,20190829,38.3,42.0,38.05,38.7,426895
INDSWFTLTD,20190829,4.45,4.45,3.85,3.85,3102
INDTERRAIN,20190829,84.7,84.7,78.0,81.8,2874
INDUSINDBK,20190829,1357.0,1381.0,1338.0,1350.55,4555489
INEOSSTYRO,20190829,617.5,617.5,601.55,605.55,6302
INFIBEAM,20190829,39.5,40.05,39.3,39.65,1888117
INFOBEAN,20190829,61.0,61.9,60.7,61.75,3521
INFRABEES,20190829,314.0,318.99,310.37,313.07,70
INFRATEL,20190829,246.35,264.35,245.35,258.45,2754757
INFY,20190829,795.5,809.7,795.5,806.95,7830413
INGERRAND,20190829,599.0,599.0,590.0,592.2,5673
INOXLEISUR,20190829,266.95,268.95,260.0,265.7,58171
INOXWIND,20190829,34.35,35.15,30.8,31.5,198140
INSECTICID,20190829,610.0,617.4,590.3,591.8,10147
INSPIRISYS,20190829,43.65,43.65,40.55,41.8,2425
INTELLECT,20190829,212.85,217.75,211.1,212.6,167854
INTENTECH,20190829,23.6,24.0,22.7,23.15,17568
INVENTURE,20190829,11.6,11.6,11.15,11.15,857
IOB,20190829,10.0,10.05,9.9,10.0,278874
IOC,20190829,123.2,128.2,121.55,123.65,38895602
IOLCP,20190829,180.9,182.7,171.6,179.9,158544
IPAPPM,20190829,444.35,444.35,443.0,443.3,37579
IPCALAB,20190829,937.65,948.8,905.0,938.8,374521
IRB,20190829,78.5,81.5,78.0,79.55,567758
IRCON,20190829,342.9,344.6,333.4,336.35,41132
ISEC,20190829,228.95,228.95,223.45,224.75,48033
ISFT,20190829,101.55,101.55,91.95,101.55,67925
ISMTLTD,20190829,5.0,5.0,4.5,4.8,16007
ITC,20190829,243.95,245.45,240.15,241.2,11105245
ITDC,20190829,173.4,183.9,171.2,172.7,66160
ITDCEM,20190829,69.15,70.5,68.1,69.45,28807
ITI,20190829,68.0,74.95,68.0,71.75,2917972
IVC,20190829,3.75,3.85,3.55,3.75,248970
IVP,20190829,68.0,72.0,62.5,70.0,503
IVRCLINFRA,20190829,0.35,0.45,0.35,0.4,317075
IVZINGOLD,20190829,3549.0,3550.0,3477.05,3492.0,29
IVZINNIFTY,20190829,1184.6,1184.6,1184.0,1184.0,10
IZMO,20190829,25.55,27.45,25.45,27.45,9909
J&KBANK,20190829,37.9,37.9,35.7,36.8,1831915
JAGRAN,20190829,64.45,65.0,63.2,64.15,196949
JAGSNPHARM,20190829,23.95,23.95,23.1,23.6,1160
JAIBALAJI,20190829,16.15,16.85,15.45,16.45,38160
JAICORPLTD,20190829,74.35,75.6,72.65,73.5,704746
JAINSTUDIO,20190829,1.85,1.85,1.85,1.85,10
JAMNAAUTO,20190829,33.05,33.4,32.1,32.25,1008450
JAYAGROGN,20190829,159.0,165.0,158.05,162.65,5532
JAYBARMARU,20190829,157.15,159.8,150.3,153.35,46024
JAYNECOIND,20190829,3.9,4.15,3.9,3.9,14967
JAYSREETEA,20190829,48.0,50.0,47.15,47.55,96137
JBCHEPHARM,20190829,371.0,380.0,371.0,377.0,100352
JBFIND,20190829,7.2,7.2,7.2,7.2,4032
JBMA,20190829,147.0,150.0,145.2,147.1,5186
JCHAC,20190829,1595.0,1611.0,1561.0,1585.6,1718
JETAIRWAYS,20190829,41.85,41.85,41.85,41.85,128809
JHS,20190829,14.95,14.95,14.05,14.25,19382
JIKIND,20190829,0.3,0.35,0.3,0.3,4661
JINDALPHOT,20190829,14.75,16.0,14.75,16.0,119
JINDALPOLY,20190829,229.65,230.8,221.0,221.35,52456
JINDALSAW,20190829,65.9,67.75,65.6,67.0,326429
JINDALSTEL,20190829,95.8,96.45,91.1,94.05,26417279
JINDCOT,20190829,3.35,3.65,3.35,3.35,53514
JINDRILL,20190829,62.5,62.95,60.25,62.3,8503
JINDWORLD,20190829,64.5,64.5,60.0,62.1,97579
JISLDVREQS,20190829,15.2,15.8,15.0,15.5,5239
JISLJALEQS,20190829,19.95,19.95,19.4,19.55,542231
JITFINFRA,20190829,6.6,7.1,6.6,6.8,1174
JIYAECO,20190829,54.95,57.8,52.25,53.15,522563
JKCEMENT,20190829,1055.0,1068.9,1034.9,1054.4,15106
JKIL,20190829,123.0,123.7,119.25,120.4,90052
JKLAKSHMI,20190829,321.0,329.15,321.0,324.55,21152
JKPAPER,20190829,106.1,107.0,105.1,106.15,461934
JKTYRE,20190829,56.6,57.8,55.6,57.5,461211
JMA,20190829,24.2,24.2,21.05,22.55,4963
JMCPROJECT,20190829,117.7,117.7,112.0,116.05,57470
JMFINANCIL,20190829,71.6,72.25,70.6,71.45,178387
JMTAUTOLTD,20190829,1.2,1.25,1.15,1.25,61726
JOCIL,20190829,75.15,82.5,73.3,77.25,1646
JPASSOCIAT,20190829,2.05,2.2,2.05,2.15,5198231
JPINFRATEC,20190829,1.0,1.05,0.95,1.05,924353
JPOLYINVST,20190829,16.8,16.8,16.65,16.8,456
JPPOWER,20190829,1.45,1.55,1.45,1.55,934368
JSL,20190829,29.85,30.8,29.45,30.45,178927
JSLHISAR,20190829,62.15,63.35,60.75,61.35,114026
JSWENERGY,20190829,67.1,68.0,66.5,67.05,867887
JSWHL,20190829,2778.0,2805.95,2680.0,2730.35,2500
JSWSTEEL,20190829,203.8,214.55,201.75,211.95,18785875
JTEKTINDIA,20190829,77.25,78.5,75.0,76.2,121387
JUBILANT,20190829,416.8,430.2,412.5,428.0,276671
JUBLFOOD,20190829,1175.0,1214.9,1170.75,1201.6,934383
JUBLINDS,20190829,94.25,98.0,93.9,97.0,15138
JUMPNET,20190829,55.0,57.75,55.0,55.2,1740722
JUNIORBEES,20190829,270.9,270.99,267.5,270.63,47273
JUSTDIAL,20190829,707.05,714.8,696.0,699.7,2156680
JVLAGRO,20190829,0.85,0.95,0.85,0.85,106520
JYOTHYLAB,20190829,147.6,149.45,143.0,143.35,122116
KABRAEXTRU,20190829,61.95,61.95,56.25,59.6,25586
KAJARIACER,20190829,470.0,474.35,464.35,469.95,211043
KAKATCEM,20190829,158.95,160.4,155.1,159.65,15144
KALPATPOWR,20190829,435.25,448.0,435.25,444.75,102551
KALYANIFRG,20190829,163.0,167.1,160.6,167.1,51
KAMATHOTEL,20190829,33.25,33.3,30.3,31.3,13136
KAMDHENU,20190829,87.0,90.0,86.1,88.55,3870
KANANIIND,20190829,3.4,3.7,3.15,3.6,983
KANORICHEM,20190829,41.7,41.7,40.5,40.55,8611
KANSAINER,20190829,477.45,477.45,461.15,463.6,158554
KARDA,20190829,184.9,189.0,181.25,184.9,96718
KARMAENG,20190829,10.0,10.8,10.0,10.65,793
KARURVYSYA,20190829,58.65,58.9,57.75,57.9,161434
KAUSHALYA,20190829,0.35,0.35,0.35,0.35,300
KAVVERITEL,20190829,2.7,2.8,2.7,2.8,1407
KAYA,20190829,354.65,364.95,332.1,350.1,12346
KCP,20190829,72.4,73.7,72.05,72.05,9817
KCPSUGIND,20190829,12.75,13.4,12.2,12.35,200999
KDDL,20190829,339.35,339.35,320.0,330.35,1429
KEC,20190829,242.0,246.0,230.0,244.0,818210
KECL,20190829,7.5,7.9,7.25,7.5,33283
KEI,20190829,469.0,474.6,464.0,466.55,30239
KELLTONTEC,20190829,15.9,16.1,15.4,15.6,135580
KENNAMET,20190829,990.0,990.0,962.05,970.2,1899
KERNEX,20190829,21.3,21.3,19.3,19.35,5
KESARENT,20190829,26.65,29.4,26.65,28.0,2568
KESORAMIND,20190829,53.6,54.35,52.1,52.4,134999
KEYFINSERV,20190829,27.35,27.35,27.35,27.35,645
KGL,20190829,0.35,0.35,0.3,0.3,3452962
KHADIM,20190829,188.0,188.95,181.9,185.95,38461
KHAITANELE,20190829,1.25,1.3,1.25,1.3,400
KHAITANLTD,20190829,20.95,20.95,18.65,19.95,135
KHANDSE,20190829,12.75,14.0,12.75,14.0,103
KICL,20190829,1649.9,1649.9,1581.55,1629.1,1197
KILITCH,20190829,110.9,114.3,106.1,108.4,11044
KINGFA,20190829,597.0,618.85,590.0,601.75,12706
KIOCL,20190829,130.0,130.0,124.1,126.7,13080
KIRIINDUS,20190829,401.15,402.65,383.2,388.25,63484
KIRLOSBROS,20190829,148.05,148.95,142.0,145.45,12977
KIRLOSENG,20190829,169.65,169.65,162.0,163.1,8669
KIRLOSIND,20190829,690.0,690.0,674.0,684.95,82
KITEX,20190829,81.9,81.9,78.0,79.7,48649
KKCL,20190829,1069.75,1220.0,1011.55,1028.85,1468
KMSUGAR,20190829,7.0,7.05,6.8,6.9,90352
KNRCON,20190829,217.75,219.95,206.0,213.2,125245
KOHINOOR,20190829,14.45,14.9,14.0,14.0,50178
KOKUYOCMLN,20190829,66.4,68.75,63.9,64.5,11955
KOLTEPATIL,20190829,227.0,229.4,223.1,223.75,9505
KOPRAN,20190829,28.7,29.1,27.6,28.25,14722
KOTAKBANK,20190829,1479.5,1479.5,1446.75,1450.85,3931367
KOTAKBKETF,20190829,285.87,285.87,280.8,281.58,62472
KOTAKGOLD,20190829,345.95,348.85,344.45,347.2,33798
KOTAKNIFTY,20190829,115.0,115.0,113.4,113.98,21489
KOTAKNV20,20190829,55.79,56.0,55.01,55.57,10007
KOTAKPSUBK,20190829,249.35,250.99,242.0,244.24,2331
KOTARISUG,20190829,10.2,10.5,10.05,10.15,16797
KOTHARIPET,20190829,16.65,17.15,16.2,16.6,14594
KOTHARIPRO,20190829,58.0,60.75,57.65,58.05,654
KPITTECH,20190829,93.5,98.2,92.5,96.1,89660
KPRMILL,20190829,559.0,570.05,552.55,559.9,3310
KRBL,20190829,221.8,223.8,218.0,219.7,33045
KREBSBIO,20190829,70.3,71.5,68.0,68.25,332
KRIDHANINF,20190829,9.3,9.3,8.55,8.75,103352
KSB,20190829,609.5,615.0,603.25,611.9,1939
KSCL,20190829,472.1,474.9,461.2,468.65,49663
KSERASERA,20190829,0.1,0.15,0.1,0.1,546176
KSK,20190829,0.6,0.65,0.6,0.6,232465
KSL,20190829,180.25,185.3,179.9,182.25,29004
KTIL,20190829,32.0,33.0,30.6,31.0,39914
KTKBANK,20190829,75.5,76.25,74.5,75.15,689753
KWALITY,20190829,2.45,2.45,2.35,2.45,800602
L&TFH,20190829,94.8,95.9,91.9,93.0,9115500
LAKSHVILAS,20190829,38.6,39.4,38.35,38.4,1832950
LALPATHLAB,20190829,1178.0,1196.0,1173.0,1190.5,24098
LAMBODHARA,20190829,29.15,29.7,28.35,28.35,6515
LAOPALA,20190829,174.6,187.9,167.35,178.95,163420
LASA,20190829,11.3,11.9,11.1,11.4,14721
LAURUSLABS,20190829,328.65,330.4,327.0,329.05,6658
LAXMIMACH,20190829,3763.3,3763.3,3685.6,3703.45,843
LEMONTREE,20190829,57.6,57.6,50.3,52.9,53739691
LFIC,20190829,55.0,56.85,54.05,54.05,222
LGBBROSLTD,20190829,344.0,344.0,335.05,341.45,4297
LGBFORGE,20190829,2.5,2.7,2.5,2.7,3203
LIBAS,20190829,52.35,52.35,52.35,52.35,500
LIBERTSHOE,20190829,85.0,85.0,83.0,83.45,23088
LICHSGFIN,20190829,415.0,418.4,405.6,414.45,2787055
LICNETFGSC,20190829,20.08,20.08,19.65,19.65,5072
LICNETFN50,20190829,116.15,116.15,116.15,116.15,10
LICNFNHGP,20190829,114.0,114.2,114.0,114.2,1314
LINCOLN,20190829,129.5,136.7,124.35,133.9,82719
LINCPEN,20190829,197.5,199.0,197.5,198.9,22
LINDEINDIA,20190829,510.0,510.0,491.6,495.25,14001
LIQUIDBEES,20190829,999.99,1000.01,999.8,999.99,1230839
LIQUIDETF,20190829,1000.0,1000.0,999.99,1000.0,11099
LOKESHMACH,20190829,35.0,41.8,34.1,36.6,22757
LOTUSEYE,20190829,20.0,21.45,19.0,21.15,6294
LOVABLE,20190829,61.8,62.8,61.1,61.55,2937
LPDC,20190829,1.9,1.9,1.9,1.9,899
LSIL,20190829,0.45,0.5,0.4,0.5,1363834
LT,20190829,1339.9,1355.0,1332.25,1342.45,2421312
LTI,20190829,1640.0,1654.85,1625.0,1631.5,24418
LTTS,20190829,1591.05,1615.0,1588.0,1601.3,48202
LUMAXIND,20190829,1268.0,1320.0,1268.0,1298.8,1346
LUMAXTECH,20190829,87.4,87.4,82.15,83.25,12763
LUPIN,20190829,739.0,740.45,728.55,735.05,775980
LUXIND,20190829,1060.3,1075.0,1035.15,1066.85,66233
LYKALABS,20190829,15.8,15.9,15.3,15.4,3132
LYPSAGEMS,20190829,3.85,4.0,3.8,3.8,13448
M&M,20190829,536.0,544.2,524.25,528.0,4399017
M&MFIN,20190829,318.9,321.7,311.15,315.25,1091282
M100,20190829,16.44,16.44,16.16,16.27,26726
M50,20190829,107.51,107.51,106.31,106.37,984
MAANALU,20190829,71.0,71.0,67.5,67.65,3153
MADHAV,20190829,26.9,28.9,25.1,26.95,2388
MADHUCON,20190829,5.0,5.0,4.75,4.75,31684
MADRASFERT,20190829,20.0,20.25,19.35,19.65,146973
MAGADSUGAR,20190829,94.7,94.7,88.2,89.7,17800
MAGMA,20190829,68.45,68.5,66.1,66.95,10234
MAGNUM,20190829,3.0,3.2,3.0,3.2,1039
MAHABANK,20190829,11.6,12.0,11.6,11.75,243893
MAHAPEXLTD,20190829,67.75,74.85,67.75,74.85,525
MAHASTEEL,20190829,107.35,111.95,107.35,110.95,6027
MAHESHWARI,20190829,257.7,257.7,246.25,249.5,17938
